City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Glendive,US,47.1053,-104.7125,36.48,63,0,12.66,clear sky
472,Kentau,KZ,43.5206,68.5094,66.36,42,100,2.3,overcast clouds
473,Black River,JM,18.0264,-77.8487,77.16,79,0,3.09,clear sky
474,Mount Gambier,AU,-37.8333,140.7667,57.11,88,100,11.5,overcast clouds
475,Hay River,CA,60.8156,-115.7999,19.38,38,20,3.44,few clouds
476,Jacmel,HT,18.2342,-72.5347,76.32,80,100,6.58,overcast clouds
477,Arnstadt,DE,50.8333,10.95,41.34,68,0,8.05,clear sky
478,Tuatapere,NZ,-46.1333,167.6833,61.48,57,51,2.48,broken clouds
479,Am Timan,TD,11.0297,20.2827,87.64,40,85,8.77,overcast clouds
480,Rabak,SD,13.1809,32.74,92.32,30,100,5.68,overcast clouds
481,Mogadishu,SO,2.0371,45.3438,82.42,82,99,11.59,overcast clouds
482,Baijiantan,CN,45.6333,85.1833,60.01,14,2,7.23,clear sky
483,Smithers,CA,54.7804,-127.1743,48.52,18,40,3.44,scattered clouds
484,Zhuhai,CN,22.2769,113.5678,71.38,83,40,11.5,scattered clouds
485,Pontal Do Parana,BR,-25.6533,-48.5128,65.37,85,96,1.63,overcast clouds
486,Kostomuksha,RU,64.571,30.5767,34.39,98,100,2.17,overcast clouds
487,Pontianak,ID,-0.0333,109.3333,76.98,94,20,0.0,few clouds
488,Necochea,AR,-38.5473,-58.7368,58.93,83,100,9.82,overcast clouds
489,Oksfjord,NO,70.2396,22.3479,42.01,97,100,8.95,overcast clouds
490,Sept-Iles,CA,50.2001,-66.3821,41.52,61,75,16.11,broken clouds
491,Tarauaca,BR,-8.1614,-70.7656,72.84,99,99,2.68,overcast clouds
492,Tahoua,NE,14.8888,5.2692,78.91,11,100,9.91,overcast clouds
493,Mehamn,NO,71.0357,27.8492,39.78,96,100,13.44,overcast clouds
494,Malanje,AO,-9.5402,16.341,64.72,96,100,1.86,overcast clouds
495,Morros,BR,-9.4467,-46.3003,73.26,81,98,1.07,overcast clouds
496,Harper,LR,4.375,-7.7169,77.65,87,100,0.83,light rain
497,Kuruman,ZA,-27.4524,23.4325,56.19,75,20,7.9,few clouds
498,Chengde,CN,40.9725,117.9361,58.95,27,0,2.71,clear sky
499,Mahon,ES,39.8885,4.2658,50.56,93,0,5.75,clear sky
500,Emiliano Zapata,MX,18.8333,-99.1833,91.67,20,90,2.71,overcast clouds
501,Socorro,US,31.6546,-106.3033,86.18,4,20,5.75,few clouds
502,Anadyr,RU,64.75,177.4833,32.5,86,40,17.9,light shower snow
503,Amahai,ID,-3.3333,128.9167,85.66,65,100,2.37,overcast clouds
504,Jiangyou,CN,31.7667,104.7167,58.39,71,100,0.29,overcast clouds
505,San Quintin,MX,30.4833,-115.95,63.01,73,1,19.22,clear sky
506,Polunochnoye,RU,60.8697,60.4153,16.41,95,70,3.27,broken clouds
507,Koluszki,PL,51.7387,19.8199,36.97,68,99,5.59,overcast clouds
508,Jalalpur Jattan,PK,32.6374,74.2183,75.07,57,40,0.0,smoke
509,Tutoia,BR,-2.7619,-42.2744,77.67,90,100,6.35,overcast clouds
510,Mandan,US,46.8267,-100.8896,24.78,80,20,23.02,few clouds
511,Kot Samaba,PK,28.5522,70.4684,83.57,33,98,12.62,overcast clouds
512,Kangaatsiaq,GL,68.3065,-53.4641,7.57,94,100,4.9,overcast clouds
513,Pozoblanco,ES,38.3791,-4.8483,57.49,61,100,1.7,overcast clouds
514,Abbeville,FR,50.1,1.8333,49.5,72,100,8.46,overcast clouds
515,Zhicheng,CN,30.2956,111.5047,61.52,67,83,1.95,broken clouds
516,Manggar,ID,-2.8833,108.2667,84.15,71,12,0.81,few clouds
517,Sanford,US,28.8006,-81.2731,76.1,86,100,11.5,thunderstorm with rain
518,Noshiro,JP,40.2039,140.0242,54.43,40,100,8.5,overcast clouds
519,Bongaree,AU,-27.0797,153.1586,78.15,71,36,8.12,scattered clouds
520,Bonavista,CA,48.6499,-53.1147,38.66,99,100,16.53,overcast clouds
521,Buchanan,LR,5.8808,-10.0467,78.78,84,100,4.03,overcast clouds
522,Alpinopolis,BR,-20.8636,-46.3881,62.28,79,56,4.68,broken clouds
523,Zhaotong,CN,27.3167,103.7167,38.07,97,100,4.65,overcast clouds
524,Iwaki,JP,37.05,140.8833,66.78,65,94,7.0,overcast clouds
525,Flinders,AU,-34.5833,150.8552,78.19,60,100,7.0,overcast clouds
526,Markapur,IN,15.7333,79.2833,81.39,81,93,3.27,overcast clouds
527,Ereymentau,KZ,51.6199,73.1033,49.87,55,100,15.95,overcast clouds
528,Parakou,BJ,9.3372,2.6303,80.6,66,100,9.53,overcast clouds
529,Kuala Selangor,MY,3.35,101.25,82.6,83,100,3.38,overcast clouds
530,Rahuri,IN,19.3833,74.65,79.03,37,1,4.97,clear sky
531,Ko Samui,TH,9.5357,99.9357,87.71,74,40,5.75,scattered clouds
532,Stepnyak,KZ,52.8339,70.7803,43.63,59,100,9.86,overcast clouds
533,Mezen,RU,65.8522,44.24,31.5,98,100,8.28,light snow
534,Jetalsar,IN,21.7,70.5833,75.61,74,0,5.77,clear sky
535,Florianopolis,BR,-27.6146,-48.5012,67.41,81,20,4.61,few clouds
536,Pacific Grove,US,36.6177,-121.9166,64.54,70,0,9.22,clear sky
537,Antequera,ES,37.0194,-4.5612,61.45,61,80,3.33,broken clouds
538,Gao,ML,16.6362,1.637,75.56,16,97,9.13,overcast clouds
539,Chimbote,PE,-9.0853,-78.5783,65.75,88,13,9.57,few clouds
540,Mitu,CO,1.1983,-70.1733,73.44,97,93,1.05,overcast clouds
541,Acapulco,MX,16.8634,-99.8901,80.42,74,0,8.05,clear sky
542,Safford,US,32.834,-109.7076,82.11,7,0,5.64,clear sky
543,Bosaso,SO,11.2842,49.1816,84.04,57,0,5.97,clear sky
544,Kwinana,AU,-32.25,115.7667,65.17,58,0,4.0,clear sky
545,La Ronge,CA,55.1001,-105.2842,34.05,47,40,4.61,scattered clouds
546,Havelock,US,34.8791,-76.9013,57.97,66,100,18.41,overcast clouds
547,Christchurch,NZ,-43.5333,172.6333,64.42,62,40,19.57,scattered clouds
548,Oskaloosa,US,41.2964,-92.6444,34.12,100,100,0.0,light intensity drizzle
549,Morag,PL,53.9171,19.926,31.71,78,52,5.3,broken clouds
550,Boende,CD,-0.2167,20.8667,72.84,93,100,2.19,overcast clouds
551,Harer,ET,9.3094,42.1258,60.4,52,10,1.54,clear sky
552,Bernay,FR,49.1667,0.6667,48.09,79,0,5.99,clear sky
553,College,US,64.8569,-147.8028,41.09,26,0,6.91,clear sky
554,Cheney,US,47.4874,-117.5758,47.12,38,75,8.05,broken clouds
555,Povenets,RU,62.8487,34.8262,34.27,99,100,3.27,overcast clouds
556,Maceio,BR,-9.6658,-35.7353,78.24,88,40,3.44,scattered clouds
557,Poum,NC,-20.2333,164.0167,75.83,75,100,1.36,overcast clouds
558,Touros,BR,-5.1989,-35.4608,79.43,81,98,8.97,overcast clouds
559,Margate,GB,51.3813,1.3862,51.69,70,71,10.6,broken clouds
560,Ariquemes,BR,-9.9133,-63.0408,72.72,98,100,3.11,overcast clouds
561,Ostrovnoy,RU,68.0531,39.5131,33.15,92,100,8.34,overcast clouds
562,Bandarbeyla,SO,9.4942,50.8122,80.37,82,16,8.55,few clouds
563,Honningsvag,NO,70.9821,25.9704,42.55,81,100,6.91,overcast clouds
564,Yeniseysk,RU,58.4497,92.1703,34.57,77,95,9.95,overcast clouds
565,Cayenne,GF,4.9333,-52.3333,81.09,1,0,5.01,clear sky
566,Mlawa,PL,53.1128,20.3841,32.29,76,14,7.56,few clouds
567,Ushumun,RU,52.7833,126.5333,39.87,34,100,11.21,overcast clouds
568,Saint-Pierre,RE,-21.3393,55.4781,74.88,86,75,3.44,broken clouds
569,Baryshivka,UA,50.361,31.3217,34.95,84,100,7.87,overcast clouds
570,Yakeshi,CN,49.2833,120.7333,46.49,30,97,16.93,overcast clouds
571,Gold Coast,AU,-28.0,153.4333,79.25,59,75,9.22,broken clouds
572,Vawkavysk,BY,53.1561,24.4513,30.81,78,10,6.71,clear sky
573,Yar-Sale,RU,66.8333,70.8333,13.37,85,100,8.37,overcast clouds
574,Kalianget,ID,-7.05,113.9333,83.8,74,100,3.69,light rain
575,Belmonte,BR,-15.8631,-38.8828,77.05,77,100,13.42,overcast clouds
576,Hille,DE,52.3333,8.75,44.94,68,5,6.02,clear sky
577,Scarborough,GB,54.2797,-0.4044,49.91,72,100,1.99,overcast clouds
578,Nueve De Julio,AR,-35.4444,-60.8831,59.22,66,98,8.08,overcast clouds
579,Curico,CL,-34.9833,-71.2333,55.51,76,5,2.3,clear sky
580,Codrington,AU,-38.2667,141.9667,59.09,81,100,11.61,overcast clouds
581,Bilibino,RU,68.0546,166.4372,23.4,81,99,1.43,overcast clouds
582,San Ramon,US,37.7799,-121.978,64.94,55,0,13.8,clear sky
583,Sobolevo,RU,54.4299,31.8996,31.68,94,100,12.3,snow
584,Vanimo,PG,-2.6741,141.3028,85.3,69,62,2.95,broken clouds
585,Bakchar,RU,57.0186,82.0711,35.47,73,24,2.33,few clouds
586,Yumen,CN,40.2833,97.2,46.45,24,0,6.93,clear sky
587,Morant Bay,JM,17.8815,-76.4093,82.02,82,7,6.17,clear sky
588,Srimushnam,IN,11.4,79.4167,82.65,67,51,3.29,broken clouds
589,Port Moresby,PG,-9.4431,147.1797,90.82,55,40,9.22,haze
590,Fukue,JP,32.6881,128.8419,62.96,39,0,3.44,clear sky
591,Kutum,SD,14.2,24.6667,76.87,15,47,1.45,scattered clouds
592,Svetlaya,RU,46.5389,138.3297,44.17,49,12,5.61,few clouds
593,Ucluelet,CA,48.9329,-125.5528,49.08,75,100,3.0,overcast clouds
594,Brae,GB,60.3964,-1.353,45.88,82,100,21.07,overcast clouds
595,Bom Jesus,BR,-9.0744,-44.3586,72.75,93,100,0.85,overcast clouds
596,Sorland,NO,67.667,12.6934,42.58,87,100,19.66,overcast clouds
597,Puerto Leguizamo,CO,-0.1934,-74.7819,72.9,97,100,1.12,overcast clouds
598,Sinazongwe,ZM,-17.2614,27.4618,72.48,81,10,7.54,clear sky
599,Hobyo,SO,5.3505,48.5268,82.54,80,100,15.43,light rain
600,Mawlaik,MM,23.6333,94.4167,80.58,42,1,2.28,clear sky
601,Caraquet,CA,47.7941,-64.9386,37.94,84,100,14.09,overcast clouds
602,Geraldton,AU,-28.7667,114.6,68.41,49,0,14.97,clear sky
603,Yulara,AU,-25.2406,130.9889,75.04,31,100,5.75,overcast clouds
604,Athabasca,CA,54.7169,-113.2854,37.94,41,97,1.21,overcast clouds
605,Jackson,US,42.4165,-122.8345,60.75,46,0,4.61,clear sky
606,Nome,US,64.5011,-165.4064,32.11,86,100,17.27,overcast clouds
607,Ciudad Bolivar,VE,8.1222,-63.5497,85.75,51,27,15.14,scattered clouds
608,Clyde River,CA,70.4692,-68.5914,-12.77,77,100,6.91,light snow
609,Isangel,VU,-19.55,169.2667,82.18,73,100,2.35,overcast clouds
610,Wuzhou,CN,23.4833,111.3167,58.12,93,100,3.29,overcast clouds
611,Minas,UY,-34.3759,-55.2377,59.27,86,100,9.01,overcast clouds
612,Tompa,HU,46.2061,19.5391,34.83,67,3,8.57,clear sky
613,Cururupu,BR,-1.8283,-44.8683,75.06,95,100,0.92,overcast clouds
614,Granville,AU,-33.8333,151.0167,76.77,61,0,8.05,clear sky
615,Qui Nhon,VN,13.7667,109.2333,77.76,80,23,7.78,few clouds
616,Honggang,CN,46.4667,124.8667,50.25,19,15,8.61,few clouds
617,Campos,BR,-21.75,-41.3,66.18,83,20,7.36,few clouds
618,Launceston,AU,-41.45,147.1667,62.24,86,75,5.75,broken clouds
619,Salinopolis,BR,-0.6136,-47.3561,78.04,86,100,3.04,moderate rain
620,Puerto Madero,MX,14.7208,-92.4215,84.4,74,40,5.75,scattered clouds
621,Goderich,CA,43.7501,-81.7165,34.92,69,5,6.91,clear sky
622,Abong Mbang,CM,3.9833,13.1833,69.62,97,100,2.44,overcast clouds
623,Vung Tau,VN,10.346,107.0843,83.52,72,60,20.94,broken clouds
624,Jaicos,BR,-7.3592,-41.1378,72.12,92,100,0.47,overcast clouds
625,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,38,100,10.36,overcast clouds
626,Ishim,RU,56.1128,69.4902,33.46,84,66,4.92,broken clouds
627,Rock Springs,US,41.5875,-109.2029,47.05,32,40,18.41,scattered clouds
628,Nelson Bay,AU,-32.7167,152.15,77.09,66,9,4.16,clear sky
629,Hurricane,US,37.1753,-113.2899,82.74,11,0,5.03,clear sky
630,Bundaberg,AU,-24.85,152.35,79.09,53,40,11.5,scattered clouds
631,Kaliua,TZ,-5.0606,31.7936,64.15,95,38,3.18,scattered clouds
632,General Roca,AR,-39.0333,-67.5833,64.62,43,100,10.65,overcast clouds
633,Monrovia,LR,6.3005,-10.7969,78.46,83,100,1.43,overcast clouds
634,Novobirilyussy,RU,56.9514,90.6661,40.03,82,28,8.72,scattered clouds
635,Shache,CN,38.4167,77.2406,56.71,19,4,5.5,clear sky
636,Enid,US,36.3956,-97.8784,59.16,54,0,10.36,clear sky
637,Wuxue,CN,29.8506,115.5525,58.12,74,100,7.92,overcast clouds
638,San Policarpo,PH,12.1791,125.5072,83.1,66,98,10.42,overcast clouds
639,Edd,ER,13.9297,41.6925,83.23,59,0,5.73,clear sky
640,Jumla,NP,29.2747,82.1838,52.9,50,98,3.85,overcast clouds
641,Lima,PE,-12.0432,-77.0282,61.39,30,0,6.91,clear sky
642,Limbang,MY,4.75,115.0,86.11,69,65,1.39,light rain
643,Olga,RU,43.7444,135.2892,50.41,34,100,5.84,overcast clouds
644,Staryy Nadym,RU,65.6118,72.6842,14.41,90,96,10.09,overcast clouds
645,Lakes Entrance,AU,-37.8811,147.981,64.17,79,100,5.32,overcast clouds
646,Paamiut,GL,61.994,-49.6678,25.48,85,95,0.94,overcast clouds
647,Basco,PH,20.4487,121.9702,77.07,71,94,15.39,overcast clouds
648,Shaowu,CN,27.3409,117.4831,55.8,96,100,3.29,overcast clouds
649,Nantong,CN,32.0303,120.8747,57.94,53,100,4.54,overcast clouds
650,La Romana,DO,18.4273,-68.9728,77.36,83,75,5.75,broken clouds
651,Katastarion,GR,37.8333,20.7667,51.69,78,100,7.99,overcast clouds
652,Sioux Lookout,CA,50.1001,-91.917,24.87,86,100,4.61,overcast clouds
653,Mineral Wells,US,32.8085,-98.1128,72.27,48,0,8.79,clear sky
654,Labuhan,ID,-6.8844,112.2051,83.5,78,64,3.56,broken clouds
655,Sandpoint,US,48.2766,-116.5533,45.86,66,40,4.61,scattered clouds
656,Yeppoon,AU,-23.1333,150.7333,80.38,63,16,11.99,few clouds
657,Blagoyevo,RU,63.3667,47.9167,32.85,99,100,3.51,light snow
658,Roald,NO,62.5833,6.1333,46.76,87,20,3.44,few clouds
659,Svetlogorsk,BY,52.6333,29.7333,33.85,92,100,9.31,overcast clouds
660,Olinda,BR,-8.0089,-34.8553,83.93,70,40,8.05,scattered clouds
661,Khani,GE,41.9563,42.9566,58.57,60,100,9.28,overcast clouds
662,Matamoros,MX,25.5333,-103.25,95.11,7,40,3.44,scattered clouds
663,Bristol,US,41.8334,-71.1662,43.83,64,0,3.44,clear sky
664,Huancabamba,PE,-5.2386,-79.4506,59.22,97,71,1.99,broken clouds
665,Thabazimbi,ZA,-24.5917,27.4116,61.21,96,100,1.97,light rain
666,Ancud,CL,-41.8697,-73.8203,56.23,88,77,5.88,broken clouds
667,Thunder Bay,CA,48.4001,-89.3168,29.28,80,100,12.66,overcast clouds
668,Auki,SB,-8.7676,160.7034,84.92,66,86,4.03,overcast clouds
669,Kodinsk,RU,58.6881,99.1844,39.99,79,100,13.44,overcast clouds
670,Makariv,UA,50.4641,29.8113,31.41,88,89,8.37,overcast clouds
671,Peachland,CA,49.7665,-119.7357,56.32,22,100,7.54,overcast clouds
672,Mana,GF,5.6592,-53.7767,76.91,89,34,8.99,scattered clouds
673,Huilong,CN,31.8111,121.655,57.27,62,100,4.79,overcast clouds
674,Amapa,BR,1.0,-52.0,72.5,99,100,2.01,overcast clouds
675,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,58,75,4.61,broken clouds
676,Belyy Yar,RU,53.6039,91.3903,53.49,52,0,6.71,clear sky
677,Sinjai,ID,-5.1241,120.253,81.23,82,100,2.13,overcast clouds
678,Kenai,US,60.5544,-151.2583,46.02,53,100,8.05,overcast clouds
679,Governador Valadares,BR,-18.8511,-41.9494,69.91,84,17,3.49,few clouds
680,Querecotillo,PE,-4.8378,-80.6456,76.15,57,44,13.71,scattered clouds
681,Kulunda,RU,52.566,78.9385,50.68,63,100,10.4,overcast clouds
682,Canmore,CA,51.0834,-115.3521,37.51,25,99,3.44,overcast clouds
683,Saint-Francois,FR,46.4154,3.9054,42.42,85,0,0.0,clear sky
684,Belfast,GB,54.5833,-5.9333,48.38,87,75,10.36,broken clouds
685,Vestmannaeyjar,IS,63.4427,-20.2734,42.44,70,9,4.16,clear sky
686,Bafang,CM,5.1563,10.1788,64.58,98,100,0.92,light rain
687,Tongchuan,CN,35.0806,109.0897,53.04,38,95,16.33,overcast clouds
688,Dosso,NE,13.049,3.1937,86.04,10,100,7.54,overcast clouds
689,Boissevain,CA,49.2306,-100.0559,21.63,95,100,10.09,light snow
690,Marawi,PH,7.9986,124.2928,77.36,76,100,2.53,overcast clouds
691,Biak,ID,-0.9131,122.8766,82.27,67,100,1.97,overcast clouds
692,Beidao,CN,34.5686,105.8933,50.63,37,100,3.58,overcast clouds
693,Wanning,CN,18.8003,110.3967,78.84,82,29,6.8,scattered clouds
694,Egvekinot,RU,66.3167,-179.1667,25.77,95,100,12.21,snow
695,Awash,ET,8.9833,40.1667,74.68,56,26,5.64,scattered clouds
696,Slave Lake,CA,55.2834,-114.769,35.58,51,0,3.44,clear sky
697,Tyrma,RU,50.0833,132.1667,37.6,62,4,3.62,clear sky
698,Petatlan,MX,17.5167,-101.2667,84.0,65,100,3.06,overcast clouds
699,Bay City,US,43.5945,-83.8889,35.98,75,0,11.5,clear sky
700,Maarianhamina,AX,60.0973,19.9348,33.66,93,0,5.75,clear sky
701,Karlstad,SE,59.3793,13.5036,30.76,100,100,4.61,overcast clouds
702,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.82,98,100,0.38,overcast clouds
703,Pestovo,RU,58.5938,35.8024,29.77,95,100,1.86,overcast clouds
